thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,calibration.started,mouse_2.started,polygon_2.started,calibration.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,trial.started,mouse.started,polygon.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.002355899999997746,0.002025000000003274,0.0053345000000035725,5.748069399999963,[0.022222222222222223],[0.02361111111111111],[1],[0],[0],[5.7452131999999665],[],,,,,,,,,,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,5.763588199999958,,,,,,,,,,,,,5.748574299999973,0.0004301000000168642,5.763588199999958,3.0151875019073486,-0.001388888888888889,0.002777777777777778,0.44394921553396505,-0.42871155257483845,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.0322160720825195,-0.001388888888888889,0.002777777777777778,0.765741161806669,-0.38301828323926507,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.0486788749694824,-0.001388888888888889,0.002777777777777778,0.4358732656716319,-0.6666831330723151,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.065647602081299,-0.001388888888888889,0.002777777777777778,0.34890245337354187,-0.940550971632256,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.0816500186920166,-0.0020833333333333333,0.0020833333333333333,-0.06558667811572133,-0.9752822903364405,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.098853588104248,-0.0020833333333333333,0.0020833333333333333,-0.09509584497389797,-1.1296685946828589,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.114853858947754,-0.0020833333333333333,0.0020833333333333333,0.26936932909288047,-0.6820124380485788,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.1318883895874023,-0.0020833333333333333,0.001388888888888889,0.180115255080232,-0.6852071152577417,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.1488893032073975,-0.0020833333333333333,0.001388888888888889,0.03687034485879559,-0.7367294669265994,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.165569543838501,-0.0020833333333333333,0.001388888888888889,0.10110328375746833,-1.1541651175582297,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.1818079948425293,-0.0020833333333333333,0.0006944444444444445,0.03292050632792225,-1.153943861088061,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.198681354522705,-0.0020833333333333333,0.0,0.18414915303055346,-1.2789531166264156,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.2156822681427,-0.0020833333333333333,0.0,0.11682215891774692,-1.0669781580863043,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.2319767475128174,-0.0020833333333333333,0.0,0.8888950414881582,-1.3506359882524517,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.2481908798217773,-0.0020833333333333333,-0.0006944444444444445,0.7970974387356036,-1.0216254631663075,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.265533447265625,-0.0020833333333333333,-0.0006944444444444445,0.31491566446513863,-1.2613844664337663,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.282510280609131,-0.0020833333333333333,-0.0006944444444444445,-0.035233150933934476,-1.0952865964891896,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.2982585430145264,-0.0020833333333333333,-0.001388888888888889,0.17588014896851345,-0.753579643708846,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.3154494762420654,-0.0020833333333333333,-0.001388888888888889,0.14764137689378315,-1.1102249464407885,1,,123456,001,2025-07-08_10h40.16.274,ContPsyTracking,2024.2.4,59.98497976104575,2025-07-08 10h40.35.696821 +0100,
