thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,calibration.started,mouse_2.started,polygon_2.started,calibration.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,trial.started,mouse.started,polygon.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,trial.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.511148453,-0.001666667,-0.003333333,3.852593003,1.914673708,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.524133444,-0.001666667,-0.003333333,3.992061937,2.054308449,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.532369852,-0.001666667,-0.003333333,4.318855594,1.741596651,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.540710926,-0.001666667,-0.003333333,3.755841992,1.664387959,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.548117161,-0.001666667,-0.003333333,3.826348006,2.090573208,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.557426214,-0.001666667,-0.003333333,3.84762522,2.340507146,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.564974546,-0.001666667,-0.003333333,3.755595184,2.215002188,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.572983027,-0.001666667,-0.003333333,3.792573347,2.889921612,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.581610441,-0.001666667,-0.003333333,4.231444836,2.787346287,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.589609861,-0.001666667,-0.003333333,4.302269934,2.959337333,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.598003149,-0.001666667,-0.003333333,4.454876956,2.718940871,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.607066631,-0.001666667,-0.003333333,4.675263657,2.810089929,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.618579149,-0.001666667,-0.003333333,4.477226756,2.741763708,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.627775669,-0.001666667,-0.003333333,4.122604734,2.787408491,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.640822172,-0.001666667,-0.003333333,4.226582937,2.594392006,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.649350882,-0.001666667,-0.003333333,4.401268504,2.706420813,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.657360792,-0.001666667,-0.003333333,4.576287374,2.632698985,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.665955305,-0.001666667,-0.003333333,5.146294613,2.832913522,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.674511909,-0.001666667,-0.003333333,5.026275873,2.303370149,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.682941437,-0.001666667,-0.003333333,5.056501148,2.653101619,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.691461325,-0.001666667,-0.003333333,5.39939796,3.028558131,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.699465275,-0.001666667,-0.003333333,5.207202708,3.130804613,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.707250357,0.003333333,-0.003333333,5.657844331,2.875348749,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.715768814,0.003333333,-0.003333333,5.838856135,3.121214908,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.723283768,0.006666667,-0.006666667,5.838856135,3.418021887,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.731357098,0.011666667,-0.01,5.8645591,3.490863655,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.740761042,0.016666667,-0.013333333,5.024936619,3.059661402,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.750322104,0.018333333,-0.013333333,4.987233312,2.944618919,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.757307291,0.018333333,-0.015,5.146358116,3.25036847,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.765834093,0.02,-0.015,5.452814112,3.474390285,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.773370981,0.023333333,-0.015,5.225830156,3.565930659,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3.781582832,0.028333333,-0.015,5.39783332,4.059614123,1,,,377166,1,2025-07-07_15h55.35.819,ContPsyTracking,2024.2.4,116.7798653,2025-07-07 15h55.41.644647 -0400
