trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon_2.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,polygon.started,mouse.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,polygon.stopped,mouse.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,3.537048101425171,0.025458248472505093,-0.025458248472505093,-1.581219789240778,-2.7587424318080283,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.549769163131714,0.024439918533604887,-0.025458248472505093,-1.2967794868377949,-3.079522296941491,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.5544402599334717,0.023421588594704685,-0.025458248472505093,-1.6902407713899694,-3.0852483810442193,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.5668582916259766,0.023421588594704685,-0.026476578411405296,-1.2311538955769517,-2.8288950089139377,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.571789026260376,0.023421588594704685,-0.026476578411405296,-1.2700741574099381,-3.1271394960901007,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.576399087905884,0.02240325865580448,-0.0274949083503055,-1.0426605714463157,-2.8899533475154833,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.588597059249878,0.021384928716904276,-0.0274949083503055,-1.2380047759290187,-2.923041949144241,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.593316078186035,0.021384928716904276,-0.0274949083503055,-1.3916067552280569,-2.5035202628246207,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.605743169784546,0.020366598778004074,-0.0274949083503055,-1.2430250259561952,-2.2995112555965904,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.6109349727630615,0.019348268839103868,-0.028513238289205704,-1.162363097960624,-2.311401155471926,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
