thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,callibration.started,polygon_2.started,mouse_2.started,callibration.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,trial.started,polygon.started,mouse.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.3299829959869385,0.000925925925925926,0.000925925925925926,0.06065179870983449,-0.513478804126101,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.346991539001465,0.000925925925925926,0.000925925925925926,-0.07575946900913398,-0.46884227139502405,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.362499475479126,0.000925925925925926,0.000925925925925926,-0.44395008181649226,-0.5106355579907874,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.3815128803253174,0.000925925925925926,0.0,-0.2803385398144158,-1.0535707158541228,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.39709734916687,0.002777777777777778,-0.001851851851851852,-0.26110769152342916,-0.9574341202701486,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.4136366844177246,0.007407407407407408,-0.005555555555555556,-0.2595868493448095,-1.6073056535467087,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.430095672607422,0.012962962962962963,-0.011111111111111112,-0.3044957741632826,-1.1600445224542508,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.4466354846954346,0.014814814814814815,-0.012037037037037037,-0.49833238892295595,-1.1556023910632853,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.4636409282684326,0.014814814814814815,-0.013888888888888888,-0.9973265404735898,-1.3035554676032493,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.480119466781616,0.01574074074074074,-0.014814814814814815,-0.8080233327928339,-0.8933216642320851,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.496304750442505,0.01574074074074074,-0.01574074074074074,-0.9844271836007445,-0.721185105898091,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.513293743133545,0.01574074074074074,-0.016666666666666666,-1.114241207436876,-0.1969543530300284,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.5300300121307373,0.01574074074074074,-0.017592592592592594,-1.9790132325179859,-0.3603957330775601,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.5449793338775635,0.01574074074074074,-0.018518518518518517,-1.4811580889886553,-0.5483086813810728,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.5630722045898438,0.014814814814814815,-0.018518518518518517,-0.7357429779116031,-0.450832369065963,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.5796773433685303,0.012037037037037037,-0.018518518518518517,-0.24781167259605363,-0.4230412469707894,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.5953516960144043,0.010185185185185186,-0.018518518518518517,-0.5608627586633195,0.04808136319107248,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.612687587738037,0.009259259259259259,-0.017592592592592594,-0.5621406839988817,0.0865367660448545,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.629164695739746,0.007407407407407408,-0.016666666666666666,0.028332202937331852,0.08629136198755366,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.644930362701416,0.006481481481481481,-0.016666666666666666,0.25948147182405085,0.31666695352462715,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.6629269123077393,0.006481481481481481,-0.016666666666666666,-0.3113368086369063,0.2969465367114112,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.679408073425293,0.005555555555555556,-0.016666666666666666,-0.5364728379877199,0.20183046820255574,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.697009563446045,0.005555555555555556,-0.016666666666666666,-0.724235077602347,0.4187517766552262,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.713916540145874,0.003703703703703704,-0.018518518518518517,-0.2577611784949501,0.565784444625004,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.7289083003997803,0.002777777777777778,-0.019444444444444445,-0.38104771093132084,0.22100699058169976,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.7467920780181885,0.000925925925925926,-0.020370370370370372,-0.20524162062374746,-0.05342804360585868,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.7630226612091064,-0.002777777777777778,-0.023148148148148147,-0.6442063757923313,-0.17860833106851215,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.7800228595733643,-0.005555555555555556,-0.023148148148148147,-0.4365895894419629,0.07497253105364193,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.7970430850982666,-0.012962962962962963,-0.024074074074074074,-0.9003058772574982,0.086425148898585,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.812333822250366,-0.018518518518518517,-0.024074074074074074,-0.4678372629067548,-0.06184187820662003,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.829251766204834,-0.024074074074074074,-0.024074074074074074,-0.31817490750178723,-0.20605394094227053,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.8458733558654785,-0.032407407407407406,-0.023148148148148147,-0.17999243620029234,-0.5030555293809262,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.8630623817443848,-0.03611111111111111,-0.023148148148148147,0.16536937806460508,-0.2188925134623005,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.8811376094818115,-0.03888888888888889,-0.023148148148148147,0.46422499803602013,0.09400898100481941,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.896486520767212,-0.040740740740740744,-0.023148148148148147,0.6879167134397317,-0.17749141435003568,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.9127166271209717,-0.041666666666666664,-0.023148148148148147,0.36147255124351857,-0.314566536537324,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.9305741786956787,-0.04259259259259259,-0.022222222222222223,0.4619959853866872,-0.6033673017067094,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.946580171585083,-0.041666666666666664,-0.021296296296296296,0.3960019158380704,-0.2519695431617357,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.9633657932281494,-0.037037037037037035,-0.019444444444444445,0.5969170463443775,0.017129627261925462,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.981360912322998,-0.03148148148148148,-0.014814814814814815,0.30205138875159954,-0.18805597395930446,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,3.99617338180542,-0.028703703703703703,-0.012037037037037037,0.5494959029032429,0.12539801566574782,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.014590740203857,-0.025,-0.007407407407407408,0.09937289792941273,0.5011760583472531,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.030005216598511,-0.020370370370370372,-0.001851851851851852,-0.0442837901210037,0.7668644548809633,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.04611611366272,-0.018518518518518517,0.0,0.1934519782461852,-0.07910141675009341,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.064775228500366,-0.018518518518518517,0.000925925925925926,0.22031640526457882,-0.2480188218030775,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.07979941368103,-0.017592592592592594,0.000925925925925926,0.48869557955694587,-0.2172485094795133,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.096938133239746,-0.017592592592592594,0.001851851851851852,0.9733504875400854,-0.4853823637895283,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.114078044891357,-0.017592592592592594,0.001851851851851852,0.795302272509873,-0.7298149188542573,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.129410982131958,-0.016666666666666666,0.001851851851851852,0.6756944478603839,-0.6535463290885366,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.14712119102478,-0.016666666666666666,0.001851851851851852,0.8233390268647006,-0.755303164973746,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.163341760635376,-0.014814814814814815,0.002777777777777778,1.2713235868805601,-1.0857895833003202,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.179759979248047,-0.012962962962962963,0.002777777777777778,0.9047653352826885,-0.965341869850553,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.197449445724487,-0.009259259259259259,0.002777777777777778,1.1922140784399295,-0.9538550955088911,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.213497161865234,-0.007407407407407408,0.002777777777777778,1.2416869934581896,-0.9783603190039104,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.229515552520752,-0.004629629629629629,0.002777777777777778,1.2915142394692924,-0.5548224754091424,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.247196674346924,-0.001851851851851852,0.002777777777777778,1.5242430186150757,-0.2898615560010059,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.262962102890015,0.000925925925925926,0.002777777777777778,1.9079100480357878,-0.614856880796347,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.280328750610352,0.002777777777777778,0.002777777777777778,2.459104775245338,-0.10970459953692235,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.296303749084473,0.006481481481481481,0.003703703703703704,2.5909212477175494,0.09523514423128004,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.312905788421631,0.008333333333333333,0.004629629629629629,2.460051531119752,0.34082671997847536,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.332294940948486,0.010185185185185186,0.004629629629629629,2.215013986008122,0.7972496993866822,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.345929145812988,0.010185185185185186,0.005555555555555556,1.6677655024689702,0.729587092026658,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.362995624542236,0.011111111111111112,0.005555555555555556,1.0026599317596476,0.12306417018524585,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.381012916564941,0.011111111111111112,0.006481481481481481,0.989459795561144,0.05896843141720401,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.402141809463501,0.012037037037037037,0.006481481481481481,1.1633190464430143,-0.05362104011875378,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,4.413817644119263,0.012037037037037037,0.006481481481481481,1.5644977220053955,0.050182176815089366,0.03,,,,,,,,939964,001,2025-07-15_11h01.05.005,Workshop,2024.2.4,60.77202348401966,2025-07-15 11h01.10.745226 +0100,
