trials_2_random.thisRepN,trials_2_random.thisTrialN,trials_2_random.thisN,trials_2_random.thisIndex,thisRow.t,notes,calibration.started,polygon_cal.started,mouse_2.started,calibration.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,trial.started,circle_stimuli.started,mouse.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,,,,,,,,,,,,,,,,,3.5585856437683105,0.08425925925925926,-0.018518518518518517,4.237976298941122,-0.18010053572303653,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.5755093097686768,0.08333333333333333,-0.020370370370370372,4.264939327308592,-0.010686743108949959,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.5914783477783203,0.0824074074074074,-0.022222222222222223,4.353552214267097,0.015555868409776435,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.60837721824646,0.08148148148148149,-0.022222222222222223,4.384606413215595,-0.18743644002018048,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.625922918319702,0.08148148148148149,-0.023148148148148147,4.280140880018952,-0.3103603048854739,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.641695261001587,0.08148148148148149,-0.024074074074074074,4.404650214271154,-0.29955618145076895,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.658708333969116,0.08148148148148149,-0.026851851851851852,4.552238219551662,-0.19325479782839164,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.6747994422912598,0.08148148148148149,-0.027777777777777776,4.529725354075992,-0.2434179652879955,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.6917152404785156,0.08148148148148149,-0.028703703703703703,4.2985451482051475,0.08576623321233393,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.707758903503418,0.08148148148148149,-0.028703703703703703,4.826004635558949,0.10999456424392873,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.724648952484131,0.08148148148148149,-0.02962962962962963,4.996176010308198,-0.03992200839565713,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.7418057918548584,0.0824074074074074,-0.02962962962962963,4.913167677237619,-0.0797618109562839,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.758293628692627,0.0824074074074074,-0.02962962962962963,4.799475855457112,0.6064166540699676,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.7750167846679688,0.08518518518518518,-0.02962962962962963,4.418735472855651,0.2648081189330554,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.7920644283294678,0.08981481481481482,-0.02962962962962963,4.245844769913167,0.6840927209526387,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.8074870109558105,0.09722222222222222,-0.025925925925925925,4.501125318562794,0.7007593208867636,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.825594663619995,0.1111111111111111,-0.017592592592592594,4.423744293483089,0.7792448449650864,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.841461420059204,0.11944444444444445,-0.014814814814814815,3.9261478937808034,1.181453403226365,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.8588826656341553,0.1259259259259259,-0.012037037037037037,4.133929026883661,1.1042158560076354,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.874837636947632,0.13240740740740742,-0.007407407407407408,4.362048048621486,1.420491225148081,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.892225742340088,0.1398148148148148,-0.003703703703703704,4.193519683232233,1.1481288740795341,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.908242702484131,0.1425925925925926,-0.002777777777777778,3.9104167091536803,1.3668923018754366,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.92510986328125,0.14351851851851852,-0.001851851851851852,4.043729936211784,1.3419229939973096,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.941394805908203,0.14351851851851852,-0.001851851851851852,3.553944976013496,1.5702856612668252,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.95876145362854,0.14351851851851852,-0.001851851851851852,3.6027943799732682,1.5168670069682653,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.975215435028076,0.14444444444444443,-0.001851851851851852,3.6191154732796003,1.2497782743292407,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,3.9918577671051025,0.14444444444444443,-0.000925925925925926,3.6314876046537194,1.3966247776485265,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.008542060852051,0.14907407407407408,0.001851851851851852,3.7894722197485167,1.8620293737667044,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.025656461715698,0.15185185185185185,0.004629629629629629,3.4830357249636443,1.962082387026074,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.042156934738159,0.15555555555555556,0.010185185185185186,3.4744298121325903,1.723582378092667,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.058526515960693,0.1574074074074074,0.013888888888888888,4.041039802091601,1.6638763135226362,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.075812339782715,0.15648148148148147,0.021296296296296296,3.7889490461107815,2.2791463350094494,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.093414306640625,0.1527777777777778,0.026851851851851852,3.797398709961396,2.3542651104129844,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.1100475788116455,0.14629629629629629,0.032407407407407406,3.6313875321876523,2.389174321188043,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.127163648605347,0.12777777777777777,0.041666666666666664,3.750494718227821,2.4240483392306014,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.159900665283203,0.11018518518518519,0.049074074074074076,3.550769516841526,2.0852041506120678,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.17760705947876,0.07592592592592592,0.06759259259259259,3.570992027917253,2.1434907294746646,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.192503452301025,0.07314814814814814,0.06851851851851852,3.1414703117015192,2.124613613082723,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.209409475326538,0.0712962962962963,0.06944444444444445,2.9754288957380184,2.0261466401023975,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.226455211639404,0.0712962962962963,0.07037037037037037,2.9949281687617644,2.273223278134331,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.243695020675659,0.0712962962962963,0.07037037037037037,3.49428292844909,2.5517739272845352,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.260019540786743,0.0712962962962963,0.06944444444444445,3.1333248072649282,2.6152987198963364,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.276493072509766,0.0712962962962963,0.06759259259259259,3.2500365347856364,2.809252236638039,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.292423248291016,0.07407407407407407,0.06481481481481481,3.2808915662379032,2.638066932040176,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.309758424758911,0.07685185185185185,0.06111111111111111,2.5403059955354843,3.0433872277508547,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.326277494430542,0.08055555555555556,0.05925925925925926,2.762557763086056,3.5462674722311323,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.342511892318726,0.08333333333333333,0.058333333333333334,2.893440059429932,3.3170099485394937,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.3605358600616455,0.08703703703703704,0.05740740740740741,2.676214790878645,3.0977059501614037,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.376607656478882,0.08888888888888889,0.058333333333333334,2.855689273889565,3.193541622141881,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.393436670303345,0.09166666666666666,0.06111111111111111,2.8807016193707327,4.051108792906055,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.410051584243774,0.09444444444444444,0.06851851851851852,3.0417506757657775,3.5794672049783443,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
0,0,0,0,,,,,,,,,,,,,,,,,4.4267048835754395,0.09537037037037037,0.07222222222222222,3.045299848136131,3.700556522137248,1.0,,,,,,,,nsf,001,2025-07-15_10h30.25.544,IMRF_Psychophyics_workshop,2024.1.5,None,2025-07-15 10h30.46.674299 +0100,
